date,open,high,low,close,volume,ret1,fwd_ret1,rsi14,macd,macd_hist,bb_pctb,dev25,stoch_k,stoch_d,adx,roc10,ma_gap_5_25,ma_gap_25_75,us_ret,jpy_ret,fut_premium,nikkei_vi,nikkei_vi_chg,vix,vix_chg,dow,key
2023-01-31,27458.56055,27494.16992,27302.22070,27327.10938,74600000,-0.00387,0.00072,58.43046,145.24370,160.31454,0.81518,3.02211,85.18095,90.80342,21.40443,4.54663,3.22213,-2.51884,-1.29687,0.04160,0.68756,,,19.94000,7.72556,1,mid|high|pos
2023-02-01,27483.41016,27547.66992,27322.78906,27346.88086,65800000,0.00072,0.00202,58.74131,159.87716,139.95840,0.79148,2.92411,83.63189,87.82822,21.88360,2.07443,3.01316,-2.40086,1.46425,0.48131,0.30394,,,19.40000,-2.70813,2,mid|high|pos
2023-02-02,27453.66992,27472.43945,27338.42969,27402.05078,73200000,0.00202,0.00392,59.64806,173.92118,123.20193,0.78795,2.97732,80.81207,83.20831,22.32853,3.77509,2.88844,-2.31021,1.04523,-0.28281,0.50343,,,17.87000,-7.88659,3,mid|high|pos
2023-02-03,27455.02930,27612.57031,27445.68945,27509.46094,92800000,0.00392,0.00670,61.42552,191.51066,112.63312,0.80574,3.21626,77.68874,80.71090,23.06531,3.60002,2.81974,-2.17437,1.46994,-1.14365,0.45635,,,18.73000,4.81253,4,mid|high|pos
2023-02-06,27764.66016,27821.22070,27656.47070,27693.65039,88400000,0.00670,-0.00030,64.32737,217.80230,111.13982,0.85076,3.69675,80.23207,79.57763,24.19104,2.92727,2.80625,-2.01972,-1.03546,0.09641,0.11320,,,18.33000,-2.13561,0,mid|high|pos
2023-02-07,27744.90039,27814.96094,27662.10938,27685.47070,74300000,-0.00030,-0.00285,64.09677,235.26658,102.88327,0.81426,3.41955,74.72729,77.54937,25.23637,1.41499,2.82946,-1.81154,-0.61405,2.53445,0.01636,,,19.43000,6.00109,1,mid|high|pos
2023-02-08,27690.74023,27719.44922,27458.52930,27606.46094,69000000,-0.00285,-0.00080,61.79248,239.96554,86.06579,0.75269,2.89196,58.62047,71.19328,25.27404,0.77186,2.79117,-1.60651,1.28725,0.46512,-0.65731,,,18.66000,-3.96295,2,mid|high|pos
2023-02-09,27453.40039,27635.38086,27424.68945,27584.34961,61700000,-0.00080,0.00314,61.13015,239.14855,68.19904,0.71970,2.52411,54.36010,62.56929,25.16022,0.80986,2.64129,-1.36042,-1.10807,-1.19210,-0.14265,,,19.63000,5.19828,3,mid|high|pos
2023-02-10,27711.25000,27814.01953,27609.33008,27670.98047,88800000,0.00314,-0.00881,62.81199,242.69384,57.39547,0.73751,2.56397,71.05198,61.34418,25.52368,1.05330,2.47947,-1.12681,-0.88298,0.26326,-0.31072,,,20.71000,5.50178,4,mid|high|pos
2023-02-13,27550.34961,27570.32031,27266.93945,27427.32031,70400000,-0.00881,0.00640,55.53377,223.26847,30.37608,0.60410,1.44223,28.93492,51.44900,24.45782,-0.02216,2.06210,-0.93565,0.21953,0.10047,0.99419,,,20.53000,-0.86914,0,mid|high|pos
2023-02-14,27705.36914,27721.82031,27553.17969,27602.76953,55800000,0.00640,-0.00366,59.19980,219.50075,21.28668,0.69721,1.87604,60.58839,53.52510,23.89629,1.00874,1.78601,-0.74357,1.14486,0.02433,0.51528,,,20.34000,-0.92548,1,mid|high|pos
2023-02-15,27686.00977,27720.26953,27444.13086,27501.85938,72100000,-0.00366,0.00708,56.32357,205.99758,6.22681,0.60812,1.34562,42.38280,43.96870,22.96335,0.56671,1.55050,-0.59225,-0.02804,0.59750,0.42957,,,18.91000,-7.03048,2,mid|high|pos
2023-02-16,27654.72070,27727.66016,27597.11914,27696.43945,68100000,0.00708,-0.00662,60.32629,208.59268,7.05753,0.75779,1.87546,77.48774,60.15298,22.11993,1.07433,1.44670,-0.42667,0.27732,0.49419,-0.65510,,,18.23000,-3.59598,3,mid|high|pos
2023-02-17,27484.59961,27608.58984,27466.60938,27513.13086,68800000,-0.00662,0.00068,55.19446,193.62584,-6.32745,0.56315,0.99412,44.92368,54.93141,20.82888,0.01334,1.12323,-0.24237,-1.37887,0.68576,-0.02955,,,20.17000,10.64180,4,mid|high|neg
2023-02-20,27497.13086,27531.93945,27426.48047,27531.93945,62500000,0.00068,-0.00214,55.61170,181.19353,-15.00781,0.56515,0.81010,48.43898,56.95013,19.47589,-0.58393,0.94663,0.01076,-0.27674,0.12771,-0.09785,,,20.02000,-0.74368,0,up|high|neg
2023-02-21,27486.08984,27538.28906,27359.11914,27473.09961,61600000,-0.00214,-0.01342,53.92005,164.69445,-25.20551,0.42842,0.39843,37.68373,43.68213,18.21299,-0.76709,0.65495,0.21629,-0.27674,0.17379,-0.79387,,,20.02000,0.00000,1,up|high|neg
2023-02-22,27265.99023,27300.52930,27046.08008,27104.32031,74700000,-0.01342,0.01288,44.73517,120.47268,-55.54183,-0.16117,-0.99457,7.58396,31.23556,18.11474,-1.81892,0.31847,0.28955,-2.00412,0.02159,-0.27420,,,22.87000,14.23577,2,up|low|neg
2023-02-24,27144.72070,27465.90039,27128.32031,27453.48047,76000000,0.01288,-0.00108,52.91346,112.30631,-50.96656,0.42396,0.12747,59.77293,35.01354,17.35456,-0.47443,-0.01217,0.43071,0.53294,-0.03259,-0.44978,,,21.14000,-7.56450,4,mid|high|neg
2023-02-27,27322.73047,27456.22070,27292.74023,27423.96094,59400000,-0.00108,0.00079,52.21001,102.27348,-48.79951,0.36793,-0.10704,55.44189,40.93293,16.64868,-0.89270,-0.20394,0.56333,-1.05376,-0.22530,0.40490,,,21.67000,2.50710,0,mid|high|neg
2023-02-28,27515.33984,27585.16992,27400.35938,27445.56055,86300000,0.00079,0.00259,52.70546,94.97053,-44.88196,0.40450,-0.10689,58.61094,57.94192,15.47437,0.06650,-0.34520,0.66336,0.30730,1.31250,-0.07491,,,20.95000,-3.32256,1,mid|high|neg
2023-03-01,27363.57031,27530.75977,27305.36914,27516.52930,69800000,0.00259,-0.00064,54.37900,93.82789,-36.81968,0.51286,0.11973,69.02332,61.02538,14.74668,-0.31243,-0.34512,0.70504,-0.30360,-0.05719,-0.11458,,,20.70000,-1.19332,2,mid|high|neg
2023-03-02,27564.82031,27617.80078,27408.53906,27498.86914,69300000,-0.00064,0.01559,53.86818,90.45461,-32.15437,0.46545,0.04036,79.19760,68.94395,13.71137,-0.01087,-0.07311,0.71767,-0.47253,0.02275,0.74960,,,20.58000,-0.57971,3,mid|high|neg
2023-03-03,27683.25977,27961.21094,27655.33984,27927.47070,78200000,0.01559,0.01111,62.96173,120.97134,-1.31011,1.11419,1.51618,96.31307,81.51133,13.92316,0.83416,0.18943,0.81699,0.75822,-0.11295,0.99375,,,19.59000,-4.81049,4,up|high|neg
2023-03-06,28182.31055,28288.61914,28153.82031,28237.77930,65700000,0.01111,0.00253,67.89594,168.25583,36.77950,1.25740,2.51667,95.90839,90.47302,14.99925,2.63383,0.65591,0.92883,1.61477,0.37520,-0.13379,,,18.49000,-5.61511,0,up|high|pos
2023-03-07,28202.58984,28398.26953,28202.58984,28309.16016,69800000,0.00253,0.00477,68.92159,209.07884,62.08201,1.15009,2.64527,93.40999,95.21048,16.25510,2.82298,1.15432,1.04144,0.06872,-0.61812,-0.36794,,,18.61000,0.64900,1,up|high|pos
2023-03-08,28237.21094,28469.41016,28232.67969,28444.18945,67200000,0.00477,0.00629,70.82068,249.45158,81.96380,1.11330,2.96805,98.11939,95.81259,17.58568,3.53469,1.66233,1.18458,-1.53269,0.10231,0.61809,,,19.59000,5.26598,2,up|hot|pos
2023-03-09,28648.10938,28734.78906,28558.88086,28623.15039,72300000,0.00629,-0.01674,73.16145,292.51598,100.02256,1.09627,3.42475,92.25833,94.59590,19.38224,5.60365,2.28728,1.33730,0.14148,1.02355,-1.25126,,,19.11000,-2.45023,3,up|hot|pos
2023-03-10,28385.28906,28424.24023,28118.74023,28143.97070,111300000,-0.01674,-0.01105,59.41719,284.69722,73.76304,0.76167,1.58439,58.66726,83.01499,19.24327,2.51513,2.33400,1.43387,-1.84594,-0.12010,-1.29325,,,22.61000,18.31502,4,up|high|pos
2023-03-13,27886.21094,27906.97070,27631.52930,27832.96094,96100000,-0.01105,-0.02195,52.52067,250.51710,31.66633,0.56121,0.41492,36.90950,62.61170,18.08657,1.49140,1.99413,1.48679,-1.44781,-0.60557,-1.60946,,,24.80000,9.68597,0,up|high|pos
2023-03-14,27455.94922,27455.94922,27104.75000,27222.03906,125700000,-0.02195,0.00027,42.16715,172.14840,-37.36189,0.19235,-1.72226,7.19548,34.25741,18.18164,-0.81442,1.27864,1.46199,-0.15098,-1.03743,0.89252,,,26.52000,6.93549,1,up|low|neg
2023-03-15,27421.66016,27424.93945,27105.99023,27229.48047,86600000,0.00027,-0.00804,42.31631,109.38023,-80.10405,0.21761,-1.63062,7.65199,17.25232,18.26991,-1.04319,0.46772,1.45234,1.64767,-1.38243,-2.69737,,,23.73000,-10.52037,2,up|low|neg
2023-03-16,26796.66992,27057.53906,26632.91992,27010.60938,107100000,-0.00804,0.01196,39.12028,41.49659,-118.39015,0.12458,-2.33723,17.96922,10.93890,19.21262,-1.77556,-0.61180,1.42805,-0.69809,0.96384,1.03437,,,26.14000,10.15592,3,mid|low|neg
2023-03-17,27232.23047,27356.15039,27071.71094,27333.78906,101500000,0.01196,-0.01420,45.64796,13.61922,-117.01402,0.31804,-1.13287,33.34504,19.65542,19.22149,-2.12580,-1.16186,1.43241,1.75620,-1.09229,-1.31262,,,22.99000,-12.05050,4,mid|low|neg
2023-03-20,27253.73047,27367.17969,26945.66992,26945.66992,79200000,-0.01420,0.01933,40.08874,-39.33830,-135.97723,0.13998,-2.43433,14.87961,22.06462,19.46166,-4.57582,-1.70057,1.37964,-1.10195,0.33025,0.42430,,,25.51000,10.96129,0,mid|low|neg
2023-03-22,27298.15039,27520.97070,27267.25977,27466.60938,78100000,0.01933,-0.00171,49.05658,-38.82451,-108.37075,0.41377,-0.55375,39.66419,29.29628,19.24478,-2.97625,-1.52907,1.41034,1.29822,-0.67431,-0.91606,,,21.38000,-16.18973,2,mid|low|neg
2023-03-23,27232.97070,27461.97070,27175.63086,27419.60938,64100000,-0.00171,-0.00125,48.35334,-41.72881,-89.02004,0.39091,-0.69758,43.91674,32.82018,19.22982,-3.60207,-1.36523,1.42349,-1.64632,0.72760,-0.63680,,,22.26000,4.11600,3,mid|low|neg
2023-03-24,27368.61914,27397.28906,27257.43945,27385.25000,59500000,-0.00125,0.00335,47.81372,-46.26963,-74.84869,0.36243,-0.80526,59.05024,47.54372,19.21592,-4.32482,-1.07716,1.42586,0.29845,-0.88328,-0.01917,,,22.61000,1.57233,4,mid|low|neg
2023-03-27,27482.39062,27543.48047,27359.72070,27476.86914,57400000,0.00335,0.00151,49.43421,-41.99132,-56.45631,0.41053,-0.44173,92.68458,65.21719,18.73854,-2.37032,-0.94199,1.41066,0.56398,-0.23936,0.28435,,,21.74000,-3.84786,0,mid|low|neg
2023-03-28,27573.82031,27603.44922,27432.75977,27518.25000,66400000,0.00151,0.01328,50.18658,-34.85980,-39.45983,0.42981,-0.29253,91.22137,80.98540,18.10585,-1.13071,-0.52780,1.42968,0.16470,-0.01453,-0.15717,,,20.60000,-5.24379,1,mid|high|neg
2023-03-29,27549.36914,27897.72070,27505.48047,27883.77930,83800000,0.01328,-0.00362,56.36301,0.28387,-3.45292,0.61367,0.98041,98.89774,94.26789,16.97592,2.43090,-0.27634,1.47158,-0.15738,0.29577,0.75750,,,19.97000,-3.05826,2,mid|high|neg
2023-03-30,27827.89062,27876.38086,27630.55078,27782.92969,82000000,-0.00362,0.00931,54.36034,19.76987,12.82646,0.55268,0.57005,87.94276,92.68729,15.92670,2.03254,-0.05805,1.50676,1.42373,-0.14249,0.67333,,,19.12000,-4.25638,3,mid|high|pos
2023-03-31,28009.22070,28124.61914,27986.61914,28041.48047,91100000,0.00931,0.00523,58.43764,55.43651,38.79448,0.67514,1.36841,92.94807,93.26286,15.63464,3.81654,0.28097,1.63750,0.57153,1.16753,0.54747,,,19.02000,-0.52301,4,up|high|pos
2023-04-03,28203.34961,28258.91016,28120.71094,28188.15039,75000000,0.00523,0.00352,60.58860,94.44887,62.24547,0.74135,1.79048,93.46800,91.45295,15.70274,3.12566,0.68825,1.72824,1.44365,0.47143,0.00656,,,18.70000,-1.68244,0,up|high|pos
2023-04-04,28213.92969,28287.41992,28139.11914,28287.41992,73300000,0.00352,-0.01676,62.02122,131.85671,79.72265,0.79009,2.02171,100.00000,95.47202,15.83847,4.97946,1.11765,1.83853,0.36988,0.10961,-0.68023,,,18.55000,-0.80215,1,up|high|pos
2023-04-05,28111.03906,28133.57031,27788.76953,27813.25977,74300000,-0.01676,-0.01225,52.25110,121.83746,55.76272,0.55961,0.25842,53.96416,82.47739,14.79940,1.26208,1.01320,1.90966,-0.57970,-0.78592,-0.49710,,,19.00000,2.42588,2,up|high|pos
2023-04-06,27589.14062,27609.85938,27427.66016,27472.63086,73200000,-0.01225,0.00166,46.57496,85.42649,15.48139,0.39566,-0.96318,12.17099,55.37838,14.61533,0.19337,0.79587,1.93213,-0.24924,-0.61527,0.53642,,,19.08000,0.42105,3,up|low|pos
2023-04-07,27554.36914,27591.15039,27456.25000,27518.31055,49100000,0.00166,0.00419,47.40018,59.56981,-8.30022,0.44623,-0.80129,10.54369,25.55961,14.44441,0.48588,0.41586,1.93542,0.35792,-0.41906,0.36953,,,18.40000,-3.56394,4,up|low|neg
2023-04-10,27658.51953,27737.49023,27597.17969,27633.66016,48000000,0.00419,0.01048,49.52057,47.83455,-16.02839,0.54295,-0.34325,23.96018,15.55829,13.81272,0.57063,0.05848,1.87247,0.35792,0.56135,0.78289,,,18.40000,0.00000,0,up|low|neg
2023-04-11,27895.90039,28068.39062,27854.82031,27923.36914,64800000,0.01048,0.00571,54.48342,61.20582,-2.12569,0.74270,0.74723,57.65669,30.72019,13.37368,1.47218,-0.15882,1.75871,0.09963,0.32505,0.29234,,,18.97000,3.09782,1,mid|high|neg
2023-04-12,27985.92969,28121.46094,27983.97070,28082.69922,62700000,0.00571,0.00264,56.98796,83.69448,16.29037,0.81864,1.35522,76.18862,52.60183,13.10607,0.71339,0.06832,1.64112,-0.00414,1.03863,-0.54375,,,19.10000,0.68530,2,up|high|pos
2023-04-13,27952.58008,28163.86914,27952.00977,28156.97070,59900000,0.00264,0.01195,58.14413,106.28481,31.10456,0.83215,1.66543,84.82725,72.89085,12.97344,1.34630,0.60401,1.51709,-0.41349,0.09365,0.92819,,,19.09000,-0.05236,3,up|high|pos
2023-04-14,28321.53906,28515.50977,28282.82031,28493.47070,72900000,0.01195,0.00075,62.99719,149.61587,59.54849,0.99720,2.89970,97.97407,86.32998,13.72597,1.61186,1.32718,1.38618,1.32627,-0.38100,-0.01218,,,17.80000,-6.75747,4,up|high|pos
2023-04-17,28537.99023,28599.75000,28414.98047,28514.77930,58000000,0.00075,0.00505,63.28748,183.55951,74.79371,0.94490,2.92152,92.75050,91.85060,14.61277,1.15875,1.90900,1.33615,-0.20694,-0.44934,0.15859,,,17.07000,-4.10112,0,up|high|pos
2023-04-18,28567.53906,28698.22070,28520.75977,28658.83008,62300000,0.00505,-0.00182,65.27097,219.55291,88.62969,0.99205,3.31826,96.89974,95.87477,15.65526,1.31299,2.31792,1.34771,0.33062,1.12011,-0.08315,,,16.95000,-0.70298,1,up|high|pos
2023-04-19,28619.83984,28677.22070,28531.53906,28606.75977,58000000,-0.00182,0.00178,63.92649,241.09709,88.13909,0.90472,2.92502,92.63582,94.09535,16.62330,2.85296,2.49112,1.43809,0.08552,0.33889,-0.19841,,,16.83000,-0.70797,2,up|high|pos
2023-04-20,28472.00000,28694.25000,28442.44922,28657.57031,56700000,0.00178,-0.00325,64.69080,259.28214,85.05932,0.88880,2.89636,96.30800,95.28119,17.13689,4.31316,2.64039,1.51991,-0.00843,-0.28343,-0.18344,,,16.46000,-2.19846,3,up|high|pos
2023-04-21,28590.55078,28778.36914,28527.80078,28564.36914,61400000,-0.00325,0.00102,62.09200,263.14006,71.13379,0.80429,2.33335,76.82851,88.59078,17.83541,3.80132,2.46265,1.62447,-0.59525,0.49237,0.33479,,,17.17000,4.31349,4,up|high|pos
2023-04-24,28631.77930,28680.65039,28567.24023,28593.51953,50000000,0.00102,0.00093,62.59810,265.48929,58.78641,0.79360,2.25319,77.63085,83.58912,18.48403,3.47352,2.33434,1.66595,0.09032,-0.52559,0.44234,,,16.77000,-2.32964,0,up|high|pos
2023-04-25,28697.73047,28806.68945,28609.76953,28620.07031,59300000,0.00093,-0.00711,63.08156,266.42234,47.77557,0.78350,2.10359,78.16502,77.54146,19.43130,2.49505,2.06216,1.77135,0.08516,-0.02612,-0.97858,,,16.89000,0.71556,1,up|high|pos
2023-04-26,28478.51953,28551.60938,28319.76953,28416.47070,68700000,-0.00711,0.00145,56.99732,247.87565,23.38311,0.63785,1.24001,25.51217,60.43601,18.98677,1.18853,1.78842,1.78894,-1.58109,0.09182,-0.42747,,,18.76000,11.07165,2,up|high|pos
2023-04-27,28340.58984,28459.73047,28241.66992,28457.67969,73600000,0.00145,0.01401,57.88276,233.80730,7.45180,0.64584,1.23706,38.23050,47.30256,18.25692,1.06797,1.49584,1.82716,-0.38412,-0.27818,0.88665,,,18.84000,0.42644,3,up|high|pos
2023-04-28,28705.91016,28879.24023,28499.50977,28856.43945,104000000,0.01401,0.00924,65.32338,251.93051,20.46001,0.86132,2.44118,96.42380,53.38882,18.78399,1.27387,1.49118,1.92167,1.95661,-0.18398,0.67077,,,17.03000,-9.60722,4,up|high|pos
2023-05-01,29058.05078,29145.89062,29016.83008,29123.17969,73400000,0.00924,0.00119,69.23829,284.53703,42.45323,0.95358,3.14698,97.48834,77.38088,19.87011,2.13363,1.62965,2.02835,0.82532,0.25250,0.62431,,,15.78000,-7.33999,0,up|high|pos
2023-05-02,29278.80078,29278.80078,29083.13086,29157.94922,63900000,0.00119,-0.00714,69.71820,309.61450,54.02456,0.91490,3.03079,88.34751,94.08655,21.14681,1.74159,1.77424,2.11587,-0.03861,1.93121,-1.14188,,,16.08000,1.90114,1,up|high|pos
2023-05-08,29095.46094,29144.11914,28931.81055,28949.88086,74100000,-0.00714,0.01012,63.34903,309.13567,42.83658,0.77700,2.14166,68.28559,84.70715,21.69097,1.19944,1.99751,2.11609,1.84748,-0.27129,0.31129,,,17.19000,6.90299,0,up|high|pos
2023-05-09,29020.63086,29262.35938,29020.63086,29242.82031,86400000,0.01012,-0.00413,67.80806,328.60600,49.84553,0.90207,2.96307,96.53077,84.38796,22.46085,2.04222,2.34069,2.17412,0.04521,0.76018,-0.04384,,,16.98000,-1.22165,1,up|high|pos
2023-05-10,29189.41016,29195.16016,29070.10938,29122.17969,87300000,-0.00413,0.00016,64.33659,330.49198,41.38520,0.82196,2.38247,84.89862,83.23833,23.17574,1.95282,2.37200,2.21534,-0.45794,-0.09320,-0.28219,,,17.71000,4.29917,2,up|high|pos
2023-05-11,29110.78906,29165.58984,29028.71094,29126.72070,82200000,0.00016,0.00898,64.41045,328.56555,31.56702,0.81614,2.26346,85.33646,88.92195,23.64390,1.86476,2.23955,2.21697,0.44840,0.15917,-0.00155,,,16.94000,-4.34782,3,up|high|pos
2023-05-12,29199.30078,29426.06055,29141.51953,29388.30078,106100000,0.00898,0.00810,68.46221,344.17869,37.74413,0.95751,3.02259,96.81188,89.01565,24.69546,2.68424,2.24323,2.23632,-0.16966,-0.88773,0.63528,,,16.93000,-0.05903,4,up|high|pos
2023-05-15,29547.03906,29629.47070,29475.97070,29626.33984,88600000,0.00810,0.00731,71.62771,371.47782,52.03461,1.04591,3.59368,99.72292,93.95709,26.08431,4.25763,2.45702,2.36318,-0.15833,0.30651,0.82244,,,17.03000,0.59067,0,up|hot|pos
2023-05-16,29838.00977,29916.56055,29779.07031,29842.99023,107400000,0.00731,0.00840,74.16898,405.91531,69.17768,1.08643,4.00641,92.52904,96.35461,27.87124,4.86797,2.53679,2.57802,0.29582,0.98441,0.09051,,,17.12000,0.52848,1,up|hot|pos
2023-05-17,29912.43945,30115.32031,29912.43945,30093.58984,93100000,0.00840,0.01596,76.76175,448.26129,89.21892,1.09617,4.50461,98.16390,96.80529,29.82750,4.28726,2.84467,2.81403,-0.63777,0.16418,1.45018,,,17.99000,5.08177,2,up|hot|pos
2023-05-18,30432.53906,30667.13086,30381.90039,30573.92969,90500000,0.01596,0.00767,80.75018,514.64765,124.48423,1.15534,5.74079,94.62917,95.10737,32.29177,4.98143,3.42738,3.07637,1.18908,0.28299,1.08285,,,16.87000,-6.22568,3,up|hot|pos
2023-05-19,30847.35938,30924.57031,30679.16016,30808.34961,80500000,0.00767,0.00904,82.34293,579.49499,151.46526,1.10181,6.12797,93.89578,95.56295,34.81550,5.66021,3.99459,3.31952,0.94450,0.86785,0.15142,,,16.05000,-4.86071,4,up|hot|pos
2023-05-22,30735.71094,31086.82031,30689.26953,31086.82031,75400000,0.00904,-0.00415,84.03304,645.91157,174.30547,1.07252,6.64579,100.00000,96.17498,37.29548,7.38151,4.56794,3.56764,-0.14459,0.73103,0.41233,,,16.81000,4.73520,0,up|hot|pos
2023-05-23,31245.72070,31352.52930,30828.73047,30957.76953,92200000,-0.00415,-0.00889,80.20175,680.29189,166.94863,0.95693,5.79646,83.01245,92.30274,39.80348,5.86451,4.92953,3.78718,0.01550,-0.66945,-0.89725,,,17.21000,2.37953,1,up|hot|pos
2023-05-24,30728.68945,30856.91992,30566.83008,30682.67969,81700000,-0.00889,0.00386,72.60292,677.53093,131.35014,0.83588,4.54350,69.70391,84.23879,41.01197,5.35846,5.01789,3.93381,-1.12220,0.71173,-0.61168,,,18.53000,7.66997,2,up|hot|pos
2023-05-25,30599.26953,30889.98047,30558.14062,30801.13086,84000000,0.00386,0.00374,73.75595,677.09573,104.73195,0.83295,4.62108,70.61651,74.44429,42.17191,5.74871,4.84601,4.09062,-0.73186,-0.05336,0.97032,,,20.03000,8.09498,3,up|hot|pos
2023-05-26,30909.60938,31101.59961,30864.49023,30916.31055,78300000,0.00374,0.01026,74.86375,678.22670,84.69033,0.82984,4.69121,72.27645,70.86562,43.48617,5.19938,4.59853,4.24246,0.87576,0.49423,1.88797,,,19.14000,-4.44334,4,up|hot|pos
2023-05-29,31388.00977,31560.42969,31164.00000,31233.53906,78300000,0.01026,0.00303,77.66068,696.68968,82.52265,0.88071,5.39045,80.16429,74.35241,45.13891,5.42490,4.32670,4.43935,1.30491,0.52698,0.85312,,,17.95000,-6.21734,0,up|hot|pos
2023-05-30,31196.24023,31374.83008,31064.18945,31328.16016,71800000,0.00303,-0.01405,78.43158,710.76362,77.27727,0.87245,5.33006,80.29158,77.57744,46.26042,4.97661,4.20107,4.63671,1.30491,0.60993,-0.58465,,,17.95000,0.00000,1,up|hot|pos
2023-05-31,31057.08984,31142.77930,30785.98047,30887.88086,184600000,-0.01405,0.00842,66.86845,678.56835,36.06560,0.72200,3.52628,32.89872,64.45153,46.21759,2.63940,4.01403,4.80236,0.00166,-0.30525,-0.34927,,,17.46000,-2.72981,2,up|high|pos
2023-06-01,30886.00977,31185.05078,30853.43945,31148.00977,95100000,0.00842,0.01208,69.70984,666.36218,19.08754,0.77214,4.04183,58.85220,57.34750,46.23684,1.87768,3.89075,4.98606,-0.61086,-0.46211,0.80901,,,17.94000,2.74915,3,up|high|pos
2023-06-02,31300.72070,31555.53906,31257.00977,31524.22070,90700000,0.01208,0.02199,73.27903,679.21620,25.55325,0.84819,4.89146,96.38737,62.71276,46.73451,2.32363,3.89374,5.20388,0.98545,-0.47571,1.39822,,,15.65000,-12.76478,4,up|hot|pos
2023-06-05,31864.11914,32217.42969,31798.72070,32217.42969,98800000,0.02199,0.00898,78.34292,736.84538,66.54595,0.99215,6.65843,100.00000,85.07986,47.84684,3.63694,4.02225,5.50023,1.45344,-0.27241,-0.36449,,,14.60000,-6.70926,0,up|hot|pos
2023-06-06,31988.36914,32534.47070,31933.86914,32506.77930,82500000,0.00898,-0.01824,80.04301,796.68137,101.10555,1.00053,7.04239,98.59885,98.32874,49.12524,5.00362,4.24369,5.82424,-0.20036,1.05155,0.42521,,,14.73000,0.89041,1,up|hot|pos
2023-06-07,32618.77930,32708.52930,31913.74023,31913.74023,111900000,-0.01824,-0.00854,68.22232,787.17447,73.27892,0.81159,4.66806,58.65962,85.75282,50.43750,4.01223,4.49849,6.03303,0.23539,-0.58771,-0.09006,,,13.96000,-5.22742,2,up|high|pos
2023-06-08,31877.78906,32035.94922,31420.44922,31641.26953,86000000,-0.00854,0.01972,63.57675,749.01984,28.09943,0.71614,3.43275,44.48725,67.24857,50.04026,2.72762,4.47690,6.18907,-0.38120,0.10331,0.78610,,,13.94000,-0.14327,3,up|high|pos
2023-06-09,31927.38086,32304.03906,31898.75000,32265.16992,101500000,0.01972,0.00523,68.81347,760.36060,31.55216,0.88691,5.04544,76.93898,60.02861,49.95982,4.36294,4.53660,6.38652,0.61886,0.26662,0.27841,,,13.65000,-2.08034,4,up|high|pos
2023-06-12,32412.11914,32517.67969,32280.53906,32434.00000,68700000,0.00523,0.01803,70.06760,774.04867,36.19218,0.91127,5.11815,85.72056,69.04893,50.10096,3.84350,4.20481,6.62784,0.11481,-0.74053,0.77388,,,13.83000,1.31868,0,up|hot|pos
2023-06-13,32668.94922,33127.35938,32638.21094,33018.64844,89500000,0.01803,0.01465,73.97115,822.59049,67.78720,1.04089,6.49171,95.21923,85.95959,50.76008,5.39607,4.02739,6.87669,0.93211,0.36583,1.23067,,,15.01000,8.53218,1,up|hot|pos
2023-06-14,33331.46875,33665.51953,33203.94922,33502.42188,111600000,0.01465,-0.00051,76.68108,889.83919,108.02872,1.09199,7.44482,93.22828,91.38935,51.74272,8.46462,4.46186,7.16550,0.69325,0.06386,0.02262,,,14.61000,-2.66489,2,up|hot|pos
2023-06-15,33493.69141,33767.12891,33386.01172,33485.48828,105800000,-0.00051,0.00659,76.38131,931.03547,119.38000,1.00153,6.79337,87.99834,92.14861,52.71924,7.50442,5.05733,7.46767,0.08194,0.51412,0.07320,,,13.88000,-4.99657,3,up|hot|pos
2023-06-16,33399.14844,33772.76172,33186.92969,33706.07812,132000000,0.00659,-0.00996,77.60927,970.29859,126.91449,0.98265,6.90802,97.16519,92.79727,53.02764,6.92121,5.39588,7.75028,1.21781,-0.14267,-0.12187,,,14.50000,4.46686,4,up|hot|pos
2023-06-19,33768.69141,33772.89062,33231.55859,33370.42188,82900000,-0.00996,0.00055,71.51633,963.22675,95.87413,0.85152,5.34300,82.89144,89.35166,53.31411,3.57878,5.48881,7.97061,-0.36716,0.20789,0.88275,,,13.54000,-6.62069,0,up|hot|pos
2023-06-20,33269.57031,33474.73828,33089.01953,33388.91016,82400000,0.00055,0.00558,71.64837,948.18405,64.66514,0.82019,4.93154,83.67736,87.91133,53.12747,2.71368,5.25132,8.16538,-0.36716,1.13996,-0.65564,,,13.54000,0.00000,1,up|hot|pos
2023-06-21,33200.62891,33657.87109,33154.67969,33575.14062,82000000,0.00558,-0.00924,73.00572,940.44893,45.54401,0.83251,5.05701,89.44850,85.33910,53.14038,5.20591,4.83819,8.34041,-0.47351,0.02255,-0.01531,,,13.88000,2.51108,2,up|hot|pos
2023-06-22,33438.01172,33641.46094,33232.19141,33264.87891,94700000,-0.00924,-0.01453,67.23081,898.92106,3.21292,0.73219,3.73681,65.95898,79.69495,53.15237,5.13130,4.34869,8.44368,-0.52453,-0.39746,0.57154,,,13.20000,-4.89914,3,up|high|pos
